start,end,Ce_bref_questionnair_lique_centrafricaine,Section_1_OPTIONNE_onnelles_l_anonymat,Quel_est_votre_ge,Sexe,Quelle_est_votre_langue_matern,Quelle_est_votre_langue_matern/sango,Quelle_est_votre_langue_matern/francais,Quelle_est_votre_langue_matern/baya,Quelle_est_votre_langue_matern/banda_banda,Quelle_est_votre_langue_matern/bokoto,Quelle_est_votre_langue_matern/bbanou,Quelle_est_votre_langue_matern/sara,Quelle_est_votre_langue_matern/arabe,Quelle_est_votre_langue_matern/peul_foulfould,Quelle_est_votre_langue_matern/autre,Autre_langue_maternelle,Domicile,Domicile_hors_Centrafrique,Section_2_Exemples_ants_et_incendiaires,Quels_propos_mots_ce_Faites_une_liste,Section_3_Les_lieux_o_se_pro,Section_3_Les_lieux_o_se_pro/facebook,Section_3_Les_lieux_o_se_pro/youtube,Section_3_Les_lieux_o_se_pro/twitter,Section_3_Les_lieux_o_se_pro/whatsapp,Section_3_Les_lieux_o_se_pro/blogs,Section_3_Les_lieux_o_se_pro/sites_d_infos_ou_de_journaux__p_ex__comm,Section_3_Les_lieux_o_se_pro/lieux_de_culte,Section_3_Les_lieux_o_se_pro/lieux_de_travail,Section_3_Les_lieux_o_se_pro/au_march,Section_3_Les_lieux_o_se_pro/transports_en_communs,Section_3_Les_lieux_o_se_pro/tv,Section_3_Les_lieux_o_se_pro/radio,Section_3_Les_lieux_o_se_pro/lieux_de_rassemblement_politiques__socia,Section_3_Les_lieux_o_se_pro/autre,Autre_lieu_o_se_pro_t_la_parole_de_haine,Section_4_Sens_et_c_e_des_propos_haineux,_1_Terme_ou_propos_i_ire_parole_de_haine,a_Terme_propos,b_Ce_terme_en_quelle_langue_,Ce_terme_est_en_langue,c_Quelle_est_sa_tra_traduction_du_mot,d_Qu_elle_est_la_si_fication_de_ce_terme,e_Pourquoi_ce_terme_r_associ_ce_terme,f_Donnez_un_exemple_lis_dans_une_phrase,g_Dans_quel_contexte_ou_que,g_Dans_quel_contexte_ou_que/discours_d_bats_politique,g_Dans_quel_contexte_ou_que/elections,g_Dans_quel_contexte_ou_que/ev_nements_religieux,g_Dans_quel_contexte_ou_que/ev_nements_sociaux_et_culturels,g_Dans_quel_contexte_ou_que/autre,Dans_quel_autre_cont_terme_est_il_utilis,h_A_quel_sujet_ce_terme_est_i,_quel_autre_sujet_c_terme_est_il_utilis,i_Y_a_t_il_un_autre_sans_tre_insultant,_2_Terme_ou_propos_i_ire_parole_de_haine,a_Terme_propos_001,b_Ce_terme_en_quelle_langue,Ce_terme_est_en_langue_001,c_Si_le_terme_n_est_traduction_du_mot,d_Qu_elle_est_la_si_fication_de_ce_terme_001,e_Pourquoi_ce_terme_r_associ_ce_terme_001,f_Donnez_un_exemple_lis_dans_une_phrase_001,g_Dans_quel_contexte_ou_que_001,g_Dans_quel_contexte_ou_que_001/discours_d_bats_politique,g_Dans_quel_contexte_ou_que_001/elections,g_Dans_quel_contexte_ou_que_001/ev_nements_religieux,g_Dans_quel_contexte_ou_que_001/ev_nements_sociaux_et_culturels,g_Dans_quel_contexte_ou_que_001/autre,Dans_quel_autre_cont_terme_est_il_utilis_001,h_A_quel_suject_ce_terme_est_,_quel_autre_sujet_c_terme_est_il_utilis_001,i_Y_a_t_il_un_autre_sans_tre_insultant_001,_3_Terme_ou_propos_i_ire_parole_de_haine,a_Terme_propos_002,b_Ce_terme_en_quelle_langue_001,Ce_terme_est_en_langue_002,c_Si_le_terme_n_est_traduction_du_mot_001,d_Qu_elle_est_la_si_fication_de_ce_terme_002,e_Pourquoi_ce_terme_r_associ_ce_terme_002,f_Donnez_un_exemple_lis_dans_une_phrase_002,g_Dans_quel_contexte_ou_que_002,g_Dans_quel_contexte_ou_que_002/discours_d_bats_politique,g_Dans_quel_contexte_ou_que_002/elections,g_Dans_quel_contexte_ou_que_002/ev_nements_religieux,g_Dans_quel_contexte_ou_que_002/ev_nements_sociaux_et_culturels,g_Dans_quel_contexte_ou_que_002/autre,Dans_quel_autre_cont_terme_est_il_utilis_002,h_A_quel_suject_ce_terme_est__001,_quel_autre_sujet_c_terme_est_il_utilis_002,j_Y_a_t_il_un_autre_sans_tre_insultant,Section_5_Observation_s_g_n_rale_s,Merci_d_avoir_partic_qu_te_Bonne_journ_e,_id,_uuid,_submission_time,_validation_status,_index,,,,,,,,,,,,,,,,,,,,,,,,,,
start,end,The_goal_of_this_sho_ral_African_Republic,Section_1_Your_Background_OPTIONAL,What_is_your_age,What_is_your_gender,Quelle_est_votre_langue_matern,Quelle_est_votre_langue_matern/sango,Quelle_est_votre_langue_matern/francais,Quelle_est_votre_langue_matern/baya,Quelle_est_votre_langue_matern/banda_banda,Quelle_est_votre_langue_matern/bokoto,Quelle_est_votre_langue_matern/bbanou,Quelle_est_votre_langue_matern/sara,Quelle_est_votre_langue_matern/arabe,Quelle_est_votre_langue_matern/peul_foulfould,Quelle_est_votre_langue_matern/autre,Other_language,Domicile,Outside_of_Central_African_Republic,Section_2_Examples_ive_and_Inflammatory,List_the_hate_speech_phrase_with_a_comma,Section_3_Les_lieux_o_se_pro,Section_3_Les_lieux_o_se_pro/facebook,Section_3_Les_lieux_o_se_pro/youtube,Section_3_Les_lieux_o_se_pro/twitter,Section_3_Les_lieux_o_se_pro/whatsapp,Section_3_Les_lieux_o_se_pro/blogs,Section_3_Les_lieux_o_se_pro/sites_d_infos_ou_de_journaux__p_ex__comm,Section_3_Les_lieux_o_se_pro/lieux_de_culte,Section_3_Les_lieux_o_se_pro/lieux_de_travail,Section_3_Les_lieux_o_se_pro/au_march,Section_3_Les_lieux_o_se_pro/transports_en_communs,Section_3_Les_lieux_o_se_pro/tv,Section_3_Les_lieux_o_se_pro/radio,Section_3_Les_lieux_o_se_pro/political_rallies,Section_3_Les_lieux_o_se_pro/autre,Other_places_where_hate_speech_occus,Section_4_Meaning_a_ntext_of_Hate_Speech,Term_1,a_Term,b_Ce_terme_en_quelle_langue_,Ce_terme_est_en_langue,c_How_would_you_tra_late_it_into_English,d_What_does_this_term_mean,e_Why_is_this_term_iated_with_this_term,f_Give_an_example_o_s_used_in_a_sentence,g_Dans_quel_contexte_ou_que,g_Dans_quel_contexte_ou_que/discours_d_bats_politique,g_Dans_quel_contexte_ou_que/elections,g_Dans_quel_contexte_ou_que/ev_nements_religieux,g_Dans_quel_contexte_ou_que/ev_nements_sociaux_et_culturels,g_Dans_quel_contexte_ou_que/autre,What_other_events_tr_this_word_or_phrase,h_A_quel_sujet_ce_terme_est_i,What_other_topic_tri_this_word_or_phrase,i_What_is_a_differe_and_inflammatory_way,_2_Term_2,a_Term_001,b_Ce_terme_en_quelle_langue,This_term_is_in,c_How_would_you_tra_late_it_into_English_001,d_What_does_this_term_mean_001,e_Why_is_this_term_term_associated_with,f_Give_an_example_o_s_used_in_a_sentence_001,g_Dans_quel_contexte_ou_que_001,g_Dans_quel_contexte_ou_que_001/discours_d_bats_politique,g_Dans_quel_contexte_ou_que_001/elections,g_Dans_quel_contexte_ou_que_001/ev_nements_religieux,g_Dans_quel_contexte_ou_que_001/ev_nements_sociaux_et_culturels,g_Dans_quel_contexte_ou_que_001/autre,What_other_events_tr_this_word_or_phrase_001,h_A_quel_suject_ce_terme_est_,What_other_topics_tr_this_word_or_phrase,i_What_is_a_differe_and_inflammatory_way_001,_3_Term_3,a_Term_002,b_Ce_terme_en_quelle_langue_001,This_term_is_in_001,c_How_would_you_tra_is_term_into_English,d_What_does_this_term_mean_002,e_Why_is_this_term_s_associated_with_it,f_Give_an_example_o_s_used_in_a_sentence_002,g_Dans_quel_contexte_ou_que_002,g_Dans_quel_contexte_ou_que_002/discours_d_bats_politique,g_Dans_quel_contexte_ou_que_002/elections,g_Dans_quel_contexte_ou_que_002/ev_nements_religieux,g_Dans_quel_contexte_ou_que_002/ev_nements_sociaux_et_culturels,g_Dans_quel_contexte_ou_que_002/autre,What_other_events_tr_this_word_or_phrase_002,h_A_quel_suject_ce_terme_est__001,What_other_topics_tr_this_word_or_phrase_001,j_What_is_a_differe_and_inflammatory_way,Section_5_Additional_questions,a_Which_of_these_influential_,a_Which_of_these_influential_/community_leaders,a_Which_of_these_influential_/religious_leaders,a_Which_of_these_influential_/traditional_leaders,a_Which_of_these_influential_/youth_leaders,a_Which_of_these_influential_/politicians,a_Which_of_these_influential_/tv_radio_personalities,a_Which_of_these_influential_/social_media_personalities,a_Which_of_these_influential_/business_leaders,a_Which_of_these_influential_/other,Which_other_influent_etrating_hate_speech,b_Who_do_you_think_is_best_po,b_Who_do_you_think_is_best_po/community_leaders,b_Who_do_you_think_is_best_po/religious_leaders,b_Who_do_you_think_is_best_po/traditional_leaders,b_Who_do_you_think_is_best_po/youth_leaders,b_Who_do_you_think_is_best_po/politicians,b_Who_do_you_think_is_best_po/tv_radio_personalities,b_Who_do_you_think_is_best_po/social_media_personalities,b_Who_do_you_think_is_best_po/business_leaders,b_Who_do_you_think_is_best_po/other,Which_other_influent_counter_hate_speech,c_Can_you_share_any_between_prefectures,Section_6_General_comments,Your_response_has_be_recorded_Thank_You,Section_5_General_comments,_id,_uuid,_submission_time,_validation_status,_index,_index
2020-10-12T05:20:15.312+02:00,2020-10-21T17:39:43.146+01:00,,OK,18_24,masculin,francais,0,1,0,0,0,0,0,0,0,0,,bangui__ac,,,"SARANGA TI WALI ; TAXI -MOTO ;  VOYOU ;,",sites_d_infos_ou_de_journaux__p_ex__comm lieux_de_travail au_march transports_en_communs radio lieux_de_rassemblement_politiques__socia autre,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,,,SARANGA TI WALI,sango,,FEMME TRES CHARMANT,ELLE EST TRES EXCITEE,PARCE QU'ON INDEXE  NEGATIVEMENT / GROUPE DE FEMME,,ev_nements_religieux ev_nements_sociaux_et_culturels autre,0,0,1,1,1,,autre,,,,TAXI-MOTO,francais,,,,,,ev_nements_sociaux_et_culturels autre,0,0,0,1,1,TRANSPORT EN COMMUN,autre,,,,VOYOUX,francais,,,,,,discours_d_bats_politique ev_nements_sociaux_et_culturels autre,1,0,0,1,1,,actualit__politique,,,,,71278818,9dc7a7b9-1576-43a5-ab2f-6af86c356681,2020-10-21T16:40:26,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23T23:28:41.455+02:00,2020-09-23T23:34:53.285+02:00,,OK,25_34,masculin,sango francais arabe peul_foulfould,1,1,0,0,0,0,0,1,1,0,,vakaga,,,rien,facebook youtube whatsapp lieux_de_travail,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,rien,arabe,,rien,rien,rien rien,,discours_d_bats_politique,1,0,0,0,0,,actualit__politique,,,,,francais,,,,,,discours_d_bats_politique,1,0,0,0,0,,actualit__politique,,,,,francais,,,,,,discours_d_bats_politique,1,0,0,0,0,,actualit__politique,,,,,68014772,0026ddad-2ac3-4b94-a317-b43c086f7d6b,2020-09-23T21:33:56,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11T22:07:42.756+02:00,2020-10-21T15:14:08.356+01:00,,OK,25_34,masculin,peul_foulfould,0,0,0,0,0,0,0,0,1,0,,bangui__ac,,,HAINE ; RELIGION ; ETHNIQUE ;,facebook youtube whatsapp sites_d_infos_ou_de_journaux__p_ex__comm lieux_de_travail au_march transports_en_communs tv radio,1,1,0,1,0,1,0,1,1,1,1,1,0,0,,,,HAINE,francais,,,HAINE C'EST RANCOEUR,ILS ONT INSULTE LES GENS  OU DES GROUPES DE PERSONNES,"DANS UNE PHRASE LES GENS ONT L'HABITUDE D'UTILISER LES MOTS ( HAINE , POUR PARLER )",autre,0,0,0,0,1,,autre,,,,,autre,,,,,,autre,0,0,0,0,1,,autre,,,,,autre,,,,,,autre,0,0,0,0,1,,autre,,,JE SUIS FATIGUE,,71257263,023341b6-0a75-41b4-8a09-2eed3b2c3276,2020-10-21T14:14:33,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12T05:29:33.486+02:00,2020-10-21T17:54:36.856+01:00,,OK,25_34,masculin,sango,1,0,0,0,0,0,0,0,0,0,,bangui__ac,,,TETUE ; VOYOU ; MO YINGA MBI ?,sites_d_infos_ou_de_journaux__p_ex__comm lieux_de_travail au_march transports_en_communs radio lieux_de_rassemblement_politiques__socia autre,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,,,TETUE,,,TU NE CONNAIS RIEN,TU NE CONNAIS RIEN,PARCE QUE C'EST UN INSULTE,,ev_nements_sociaux_et_culturels,0,0,0,1,0,,autre,,,,,autre,,,,,,autre,0,0,0,0,1,,autre,,,,,autre,,,,,,,,,,,,,autre,,,,,71281438,1625ceb2-f47e-4606-b9af-5b0cf572175e,2020-10-21T16:55:23,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08T17:16:45.023+02:00,2020-10-20T17:12:26.139+01:00,,OK,25_34,masculin,sango francais sara,1,1,0,0,0,0,1,0,0,0,,bangui__ac,,,LES GBAKAS MANDJA SONT TROP EGOISTES; LES YAKOMAS SONT DES ORGUEILLEUX ; LES MANDJA SONT DES GRANDS VOLEURS ;,autre,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,LES GBAKAS MANDJA SONT TROP EGOISTES,autre,,QUE CEUX DE L'ETHNIE GBAKAS MANDJA SONT DES EGOISTES,DIVISION ETHNIQUE,PARCE QUE CELA CHOQUE,,autre,0,0,0,0,1,,autre,,,,LES YAKOMAS SONT DES ORGUEILLEUX,autre,,,,,,,,,,,,,autre,,,,LES MANDJA SONT DES GRANDS VOLEURS ;,autre,,,,,,autre,0,0,0,0,1,,autre,,,,,71129292,27e453d7-0375-4449-8be9-6c8b8ebe599b,2020-10-20T16:12:49,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08T06:34:32.057+02:00,2020-11-01T16:39:07.872+01:00,,OK,18_24,masculin,sango,1,0,0,0,0,0,0,0,0,0,,bangui__ac,,,"MO KPA GUI A ALBUNOS ;  MO GUI MBI FURU NA MO ;  BA LO , SOUS COUVERT",sites_d_infos_ou_de_journaux__p_ex__comm au_march lieux_de_rassemblement_politiques__socia,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,,MO KPA GUI A ALBUNOS,sango,,TU RESSEMBLES A UN ALBUNOS,SIGNIFIE QUE LA PERSONNE RESSEMBLES A UN ALBUNOS,PARCE QUE CA FAIT MAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72680189,8c502990-bd69-489a-b103-4b7837f8be07,2020-11-02T10:50:34,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11T07:11:19.781+02:00,2020-10-21T14:50:17.978+01:00,,OK,35_44,feminin,sango peul_foulfould,1,0,0,0,0,0,0,0,1,0,,autre,CAMEROUN,,"RELIGION ; ETHNIQUE , FOOT-BALL",whatsapp au_march transports_en_communs tv radio autre,0,0,0,1,0,0,0,0,1,1,1,1,0,1,TERRAIN DE FOOT-BALL,,,RELIGION,francais,,,KOTA BE,MUSULMAN,ARABO KRIDI,ev_nements_religieux,0,0,1,0,0,,,,,,ETHNIQUE,autre,,,,,,autre,0,0,0,0,1,,,,,,,autre,,,,,,autre,0,0,0,0,1,,autre,,,"ON EST FATIGUE AVEC LES PROPOS DE HAINE SOIT DISANT "" MARA"" ""ETHNIE""",,71254170,abf23e67-79c0-4c6e-877f-74bd6ef29e44,2020-10-21T13:50:22,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15T04:44:17.108+01:00,2020-10-24T11:51:01.334+01:00,,OK,45_54,masculin,sango arabe peul_foulfould autre,1,0,0,0,0,0,0,1,1,1,,bangui__ac,,,VOYOUTISME ; IMPURE  ; MECREANT ;,facebook sites_d_infos_ou_de_journaux__p_ex__comm transports_en_communs,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,VOYOUTISME,francais,,,SIGNIFIE VOYOU,SIGNIFIE UNE PERSONNE QUI NE SAIT PAS BIEN SE COMPORTER,,discours_d_bats_politique elections ev_nements_religieux ev_nements_sociaux_et_culturels autre,1,1,1,1,1,,autre,,,,IMPURE,francais,,,,,,discours_d_bats_politique ev_nements_religieux ev_nements_sociaux_et_culturels autre,1,0,1,1,1,,autre,,,,,autre,,,,,,autre,0,0,0,0,1,,,,,NOUS AVONS LE DROIT A LA REGION QUI NOUS SEMBLE BON ET HONNETE,,71621405,218ec422-71de-48d1-bc00-dfbf4490fb3f,2020-10-24T10:51:21,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09T11:14:47.114+02:00,2020-10-20T17:25:02.981+01:00,,OK,18_24,masculin,sango,1,0,0,0,0,0,0,0,0,0,,bangui__ac,,,"KPANDA ; LE TI BONGO TI MO OKO  SO KOUE ; MO SO, MO YEKE BNA GNE ;",sites_d_infos_ou_de_journaux__p_ex__comm transports_en_communs lieux_de_rassemblement_politiques__socia,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,,,kPANDA,,,SALETE,QUE TU ERS SALE,PARCE QUE CA CHOQUE / ADOLESCENTE,"BA LO , KPANDA !",autre,0,0,0,0,1,,autre,,,,LE TI BONGO T I MO OKO SO KOUE,sango,,TOI QUI N'A QU'UN SEUL HABIT LA,QUE LA PERSONNE N'A QUE LE MEME HABIT QU'ELLE PORTE TOUT LE TEMPS,PARCE QUE CA CHOQUE / ADOLESCENTE,TA MO SO LE TI BONGO TI MO GUI OKO SO KOUE,discours_d_bats_politique elections ev_nements_sociaux_et_culturels,1,1,0,1,0,,autre,,,,MO SO MO YEKE NA GNE,sango,,TOI LA TU AS QUOI ?,QUE LA PERSONNE NE POSSEDE RIEN DE BON,,,autre,0,0,0,0,1,,autre,,,CETTE RECHERCHE EST TRES BONNE POUR LA REPUBLIQUE CENTRAFRICAINE,,71130752,a49eaba7-0c41-46ba-bb1a-82458f5db4e0,2020-10-20T16:25:40,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
